,artist,album
11816,Mariza,Best Of Mariza
11819,D.A.M.A.,Lado a lado
11821,Ana Moura,Best Of
11823,Carminho,Carminho canta Tom Jobim
11829,António Zambujo,António Zambujo
11830,Tony Carreira,Sempre mais
11832,Ana Moura,Moura
11833,Mariza,Best Of Mariza
11836,António Zambujo,Do avesso
11837,Tony Carreira,As cançoes das nossas vidas
11838,Pedro Abrunhosa,Espiritual
11840,Mariza,Mariza [2018]
11841,Carminho,Maria
11844,Panda e Os Caricas,A volta ao mundo
11848,Mariza,Best Of Mariza
11856,Tony Carreira,As cançoes das nossas vidas
11858,Mariza,Best Of Mariza
11860,António Zambujo,Do avesso
11861,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
11862,Panda e Os Caricas,Brinca e aprende com o Panda e Os Caricas
11863,Mariza,Mariza [2018]
